movie_id,person_category,person_name,person_id
20197962,actor,다이앤 크루거,10009848
20190733,director,폴 다노,10083461
20190733,actor,캐리 멀리건,10074755
20190733,actor,제이크 질렌할,10063816
20190733,actor,에드 옥슨볼드,10010011
20199981,director,로버트 렌스,20333593
20199981,director,알렉세이 트시칠린,20333594
20199981,actor,양정화,20162319
20199981,actor,박지윤,20137223
20199981,actor,임채헌,20174743
20199981,actor,박영재,20312032
20199981,actor,민승우,20309149
20199981,actor,민아,20284209
20199981,actor,임은정,20307512
20199981,actor,윤용식,20276749
20199981,actor,김현심,20115315
20199981,actor,조현정,10067448
20199981,actor,엄상현,10047326
20199981,actor,홍진욱,10089884
20199981,actor,남도형,20113125
20199981,actor,송하림,20268229
20199564,director,지성원,10070198
20199564,actor,지대한,10069842
20199564,actor,박노식,20126810
20192447,director,신재천,20325992
20192447,actor,공호석,10001918
20192447,actor,이환,20325993
20192447,actor,안여진,20325994
20192447,actor,장희웅,20325976
20198818,director,벤 스타센,10031148
20198818,actor,심규혁,20191807
20198818,actor,김리흔,20333138
20198818,actor,엄상현,10047326
20198818,actor,김혜성,20232454
20198818,actor,김현지,20129731
20198818,actor,김옥경,20115316
20198818,actor,시영준,10040160
20198818,actor,황창영,20248075
20198818,actor,홍진욱,10089884
20198818,actor,최정현,20180563
20192721,director,톰 후퍼,10081129
20192721,actor,제니퍼 허드슨,10062748
20192721,actor,테일러 스위프트,10084561
20192721,actor,이드리스 엘바,10055199
20192721,actor,프란체스카 헤이워드,10067573
20192721,actor,주디 덴치,10068911
20192721,actor,이안 맥켈런,10056480
20192721,actor,제이슨 데룰로,10052661
20192721,actor,제임스 코든,10064321
20192721,actor,레이 윈스톤,10015360
20192721,actor,레벨 윌슨,20187018
20175930,director,김보람,20285310
20175930,actor,여경주,20287912
20175930,actor,김보람,20285310
20175930,actor,심이안,20287913
20175930,actor,이슬기,20287916
20198374,director,변영규,10031363
20198374,actor,김영은,20238067
20198374,actor,김채하,20283550
20198374,actor,신용우,20125887
20198374,actor,조현정,10067448
20198374,actor,양정화,20162319
20198374,actor,김현지,20129731
20197042,director,안톤 시규르드손,10043959
20197042,actor,비욘 흘리뉘르 하랄드손,10033020
20100019,director,배창호,10030242
20100019,actor,박상규,20112287
20100019,actor,박주희,20112298
20100019,actor,양은용,10047032
20100019,actor,김지은,20112299
20100019,actor,윤예인,10054423
20100019,actor,김유미,10005234
20193116,actor,키무라 료헤이,20212579
20193115,actor,키무라 료헤이,20212579
20193114,actor,키무라 료헤이,20212579
20193127,actor,키무라 료헤이,20212579
20190531,director,구모,10002140
20190531,actor,김유연,20212632
20190531,actor,김진근,10005897
20198701,director,켄 로치,10075847
20198701,actor,크리스 히친,20333832
20198701,actor,데비 허니우드,20333813
20172305,director,니콜 가르시아,10008535
20172305,actor,마리옹 꼬띠아르,10022184
20172305,actor,알렉스 브렌데뮬,10044820
20183424,director,박영임,20200906
20187307,director,엠마 데이비,10079264
20187307,director,모라그 맥키넌,10079225
20187307,actor,닐 플랫,20338724
20187307,actor,루이즈 플랫,20338725
20187307,actor,오스카 플랫,20338744
20187307,actor,린 플랫,20338746
20090105,director,이홍재,10058231
20090105,actor,장시원,20166941
20090105,actor,최지혜,20166943
20192393,director,강정훈,20279429
20191530,director,이재금,20312952
20199149,director,쉐인 샐러노,10036465
20199149,actor,필립 세이모어 호프만,10086510
20199149,actor,에드워드 노튼,10047666
20199149,actor,존 쿠삭,10068370
20196721,director,아시프 카파디아,10042301
20196721,actor,디에고 아만도 마라도나,10013450
20198430,director,라이언 존슨,10019762
20198430,actor,다니엘 크레이그,10009451
20198430,actor,크리스 에반스,10077150
20198430,actor,아나 디 아르마스,20115400
20198430,actor,제이미 리 커티스,10063526
20198430,actor,마이클 섀넌,10023167
20198430,actor,돈 존슨,10013000
20198430,actor,크리스토퍼 플러머,10077680
20188462,director,허인무,10088424
20188462,actor,나문희,10006877
20188462,actor,김수안,20153744
20190817,director,이시카와 케이,10056404
20190817,actor,스기사키 하나,10086696
20190817,actor,이케와키 치즈루,10057848
20190817,actor,타이가,10075317
20101115,director,김홍익,20100671
20101115,actor,한정우,20111778
20101115,actor,한예원,10087661
20101115,actor,이다인,20169326
20101115,actor,곽민호,20203230
20136059,director,김봉한,10004369
20136059,actor,오정세,10050734
20136059,actor,박철민,20110935
20136059,actor,정은표,10062107
20136059,actor,신지수,20111206
20148844,director,김광태,20147149
20148844,actor,류승룡,10019065
20148844,actor,이성민,20110148
20148844,actor,천우희,20133966
20148844,actor,이준,20112212
20190946,director,왕지방,20303729
20190946,actor,조완진,20312575
20190946,actor,전천후,20230577
20190163,director,루이 클리시,10018739
20190163,director,알렉상드르 아스티에,10044722
20190163,actor,박성영,20304472
20190163,actor,서반석,20304490
20190064,director,알랭 샤바,10044363
20190064,actor,알랭 샤바,10044363
20190064,actor,오드리 토투,10050205
20190064,actor,골시프테 파라하니,20121475
20190064,actor,피오 마르마이,20170802
20185327,director,장-폴 루브,10059909
20185327,actor,루디빈 사니에,10018378
20185327,actor,장-폴 루브,10059909
20185327,actor,호세 가르시아,10065953
20185327,actor,람지 베디아,10014693
20180868,director,한준희,20183664
20180868,actor,공효진,10001919
20180868,actor,류준열,20208626
20180868,actor,조정석,20121022
20180868,actor,유연수,10053829
20130566,director,오승욱,10050533
20130566,actor,김남길,10003788
20130566,actor,전도연,10061252
20130566,actor,박성웅,10028773
20191106,director,이상덕,20255105
20191106,actor,조현철,20192386
20191106,actor,김아현,20328234
20198681,director,제이크 캐스단,10063819
20198681,actor,드웨인 존슨,10013266
20198681,actor,잭 블랙,10060900
20198681,actor,케빈 하트,10075582
20198681,actor,카렌 길런,10073312
20198681,actor,아콰피나,10036102
20199769,director,마이클 고이,10022812
20199769,actor,게리 올드만,10001200
20199769,actor,에밀리 모티머,10048435
20191105,director,복운석,20120921
20191105,director,신혜진,10040701
20191105,actor,김소희,20297949
20191105,actor,허정도,20213266
20191105,actor,권수정,20328094
20191105,actor,김기천,10003728
20191105,actor,김희철,10006569
20191105,actor,안용해,20337556
20191105,actor,남연우,20338316
20196293,director,고레에다 히로카즈,20070799
20196293,actor,까뜨린느 드뇌브,10006581
20196293,actor,줄리엣 비노쉬,10069604
20196293,actor,에단 호크,10047462
20196705,director,박제범,20331092
20196705,actor,이유영,20189016
20196705,actor,강신일,10000736
20190385,director,김수기,20213766
20182280,director,박주환,20233989
20182280,actor,이승현,20333257
20182280,actor,박주환,20233989
20182280,actor,윤명식,20333140
20182280,actor,전종완,20333141
20181164,director,하윤재,20112192
20181164,actor,박용우,10028989
20181164,actor,조은지,10066805
20199720,director,제임스 마쉬,10064077
20199720,actor,마이클 케인,10023474
20199720,actor,짐 브로드벤트,10070931
20199720,actor,찰리 콕스,10071305
20199061,director,잔 에리,20258993
20199061,actor,상드린느 키버랭,10034803
20199061,actor,질 를르슈,20113678
20199061,actor,엘로디 부셰,10049243
20197981,director,마렉 베네슈,20273149
20181205,director,김유리,20182340
20181205,actor,권한솔,20332255
20181205,actor,옥수분,20332256
20181205,actor,신동미,10040291
20181205,actor,박종환,20112032
20198401,director,타라 우드,10081507
20198401,actor,사무엘 L. 잭슨,10034095
20198401,actor,크리스토프 왈츠,10077744
20198401,actor,제이미 폭스,10063588
20198401,actor,다이앤 크루거,10009848
20198401,actor,팀 로스,10081752
20198401,actor,조 벨,10066829
20198401,actor,커트 러셀,10075185
20198401,actor,제니퍼 제이슨 리,10062709
20198401,actor,일라이 로스,10058386
20199118,director,소륜,10090597
20199118,actor,뇌가음,20178301
20199118,actor,동려아,10086726
20196781,director,임흥순,20120501
20175085,director,파올로 제노베스,10082245
20175085,actor,바레리오 마스탄드레아,10028054
20175085,actor,주세페 바티스톤,10069059
20175085,actor,안나 포그리에타,20190115
20149501,director,이은상,20159406
20149501,actor,정만식,10061699
20195561,director,신상민,20318581
20195561,actor,김대중,20325394
20195561,actor,이금희,10054928
20196760,director,이상호,20191566
20199346,director,김진홍,10005961
20199346,actor,안재모,10043626
20199867,director,빔 벤더스,10033736
20199867,actor,프란치스코,20333812
20198961,director,데이비드 미쇼,20120502
20198961,actor,티모시 샬라메,20300969
20198961,actor,조엘 에저튼,10066641
20198961,actor,숀 해리스,10037440
20190014,director,개빈 후드,10001029
20190014,actor,키이라 나이틀리,10078551
20190014,actor,매튜 구드,10025110
20190014,actor,랄프 파인즈,10014377
20190014,actor,맷 스미스,20126368
20195083,director,이장희,20329515
20195083,actor,이엘리야,20329532
20195083,actor,지일주,20313313
20195083,actor,허정민,10088437
20195083,actor,김기두,20147712
20195083,actor,이진이,20329533
20191469,director,이동현,20128850
20181109,director,정성일,10061850
20181109,actor,임권택,10058483
20190975,director,강정훈,20279429
20197278,director,폴 페이그,10083870
20197278,actor,에밀리아 클라크,10091623
20197278,actor,엠마 톰슨,10049649
20197278,actor,헨리 골딩,10083429
